2023-01-16 11:00:42.972198,1517
2023-01-16 11:12:42.107629,1834
2023-01-16 11:21:41.755359,1927
2023-01-16 11:26:53.227546,1916
2023-01-16 11:32:55.881615,1764
2023-01-16 11:38:04.555396,1667
2023-01-16 11:43:17.332158,1665
2023-01-16 11:48:43.818992,1610
2023-01-16 11:53:51.307093,1536
2023-01-16 11:59:13.207185,1403
2023-01-16 12:24:08.585258,1082
2023-01-16 12:53:57.801476,680
2023-01-16 13:14:07.091350,476
2023-01-16 13:31:12.479243,162
2023-01-16 13:39:03.712010,137
2023-01-16 13:44:15.734674,117
