2023-12-28 10:06:17.233408,3
2023-12-28 10:18:56.655711,6
2023-12-28 10:30:01.595193,4
2023-12-28 10:38:55.482306,4
2023-12-28 10:48:04.754098,5
2023-12-28 10:56:51.783152,3
2023-12-28 11:07:36.971794,3
2023-12-28 11:17:32.515783,2
2023-12-28 11:26:44.352498,2
2023-12-28 11:35:52.005600,2
2023-12-28 11:44:59.086454,4
2023-12-28 11:53:46.732530,2
2023-12-28 12:05:25.443017,3
2023-12-28 12:19:38.755031,6
2023-12-28 12:36:14.092188,5
2023-12-28 12:49:18.484077,3
2023-12-28 12:59:21.992623,5
2023-12-28 13:10:58.832251,4
