2023-07-17 10:06:38.591184,1300
2023-07-17 10:19:54.043015,1462
2023-07-17 10:32:36.890524,1383
2023-07-17 10:42:20.946925,1263
2023-07-17 10:51:34.692929,1127
2023-07-17 11:00:42.877251,1034
2023-07-17 11:11:51.898112,926
2023-07-17 11:21:56.446278,982
2023-07-17 11:31:11.287998,826
2023-07-17 11:39:58.614695,824
2023-07-17 11:49:04.177154,756
2023-07-17 11:57:57.172732,681
2023-07-17 12:10:23.251719,440
2023-07-17 12:26:51.682115,230
2023-07-17 12:47:49.766530,100
2023-07-17 13:04:27.155220,83
