2023-10-05 10:06:11.497769,765
2023-10-05 10:18:59.420564,1085
2023-10-05 10:30:38.859441,999
2023-10-05 10:39:28.946228,1023
2023-10-05 10:48:30.260516,1067
2023-10-05 10:57:29.152288,1092
2023-10-05 11:08:17.569604,833
2023-10-05 11:18:00.665899,771
2023-10-05 11:27:08.139451,583
2023-10-05 11:36:17.193972,415
2023-10-05 11:45:12.414445,312
2023-10-05 11:54:29.383019,269
2023-10-05 12:06:48.584273,193
2023-10-05 12:21:47.664731,106
2023-10-05 12:39:47.634310,45
2023-10-05 12:54:46.381591,35
2023-10-05 13:07:38.382983,21
2023-10-05 13:21:21.896365,21
