2023-12-05 10:06:27.653109,44
2023-12-05 10:19:29.737480,50
2023-12-05 10:31:46.851106,53
2023-12-05 10:40:43.459009,53
2023-12-05 10:49:43.125515,54
2023-12-05 10:58:41.515236,78
2023-12-05 11:09:37.163743,69
2023-12-05 11:19:26.545699,57
2023-12-05 11:28:31.054760,56
2023-12-05 11:37:36.611646,49
2023-12-05 11:46:36.153306,45
2023-12-05 11:55:28.616327,46
2023-12-05 12:08:51.846259,49
2023-12-05 12:24:28.895297,65
2023-12-05 12:41:36.690756,57
2023-12-05 12:54:52.111628,60
2023-12-05 13:07:00.480118,69
2023-12-05 13:20:31.371700,39
2023-12-05 13:29:46.313091,37
2023-12-05 13:38:49.745307,38
2023-12-05 13:48:04.862419,33
2023-12-05 13:57:03.052493,34
