2023-08-24 10:06:00.220864,518
2023-08-24 10:18:29.263976,546
2023-08-24 10:29:23.556883,543
2023-08-24 10:38:23.090607,580
2023-08-24 10:47:37.692623,590
2023-08-24 10:56:43.382569,579
2023-08-24 11:07:14.648795,519
2023-08-24 11:16:51.414766,485
2023-08-24 11:25:54.411809,429
2023-08-24 11:35:03.813236,390
2023-08-24 11:44:12.022389,321
2023-08-24 11:53:21.807195,256
2023-08-24 12:04:28.421628,199
2023-08-24 12:18:24.630238,98
2023-08-24 12:35:34.070729,30
2023-08-24 12:49:15.189055,21
2023-08-24 13:00:17.360523,22
2023-08-24 13:12:18.132268,22
2023-08-24 13:26:20.751544,22
2023-08-24 13:35:33.761735,22
