2023-10-09 10:06:20.306254,794
2023-10-09 10:19:11.993406,1053
2023-10-09 10:31:26.072390,1087
2023-10-09 10:40:29.785939,1038
2023-10-09 10:49:27.259140,1081
2023-10-09 10:58:22.662079,1018
2023-10-09 11:09:12.241682,870
2023-10-09 11:19:02.933056,789
2023-10-09 11:28:09.962591,587
2023-10-09 11:37:09.136487,506
2023-10-09 11:46:17.474255,408
2023-10-09 11:55:34.070359,351
2023-10-09 12:08:59.027488,251
2023-10-09 12:24:42.711861,145
2023-10-09 12:42:39.912731,55
2023-10-09 12:56:50.038802,36
2023-10-09 13:09:43.951480,37
2023-10-09 13:23:53.084256,37
2023-10-09 13:33:09.255606,37
2023-10-09 13:42:08.681745,37
