2023-09-29 10:06:14.532940,459
2023-09-29 10:18:52.309281,520
2023-09-29 10:29:54.719872,509
2023-09-29 10:38:56.449441,503
2023-09-29 10:48:03.062698,555
2023-09-29 10:57:01.549526,576
2023-09-29 11:07:36.462836,564
2023-09-29 11:17:23.901678,513
2023-09-29 11:26:25.690313,391
2023-09-29 11:35:23.192938,276
2023-09-29 11:44:25.430551,234
2023-09-29 11:53:26.035659,219
2023-09-29 12:04:30.914763,171
2023-09-29 12:18:23.023503,108
2023-09-29 12:35:54.679097,31
2023-09-29 12:49:55.729441,22
2023-09-29 13:00:40.454881,15
2023-09-29 13:12:47.064275,15
2023-09-29 13:24:33.100581,15
