2023-01-27 11:00:36.371614,996
2023-01-27 11:12:47.373128,1204
2023-01-27 11:21:45.295036,1191
2023-01-27 11:26:56.588685,1190
2023-01-27 11:32:30.527432,1148
2023-01-27 11:37:45.707982,1145
2023-01-27 11:43:10.079710,1151
2023-01-27 11:48:26.897363,1183
2023-01-27 11:53:35.324765,1151
2023-01-27 11:59:01.879508,1127
2023-01-27 12:22:06.800524,965
2023-01-27 12:49:04.833089,676
2023-01-27 13:07:10.156182,454
2023-01-27 13:27:10.699100,183
2023-01-27 13:34:29.121209,128
2023-01-27 13:39:44.661140,108
