2023-08-04 10:06:08.858693,606
2023-08-04 10:18:22.330308,668
2023-08-04 10:28:45.477126,684
2023-08-04 10:37:50.041398,666
2023-08-04 10:48:03.879096,774
2023-08-04 10:55:56.761083,818
2023-08-04 11:06:14.432983,815
2023-08-04 11:16:14.858640,801
2023-08-04 11:25:16.690773,819
2023-08-04 11:34:04.273364,751
2023-08-04 11:43:06.890492,687
2023-08-04 11:52:17.196547,495
2023-08-04 12:02:29.523445,407
2023-08-04 12:15:50.335918,211
2023-08-04 12:33:13.108193,65
2023-08-04 12:47:01.507592,33
2023-08-04 12:58:17.331156,32
2023-08-04 13:09:41.096652,26
2023-08-04 13:22:07.835471,26
2023-08-04 13:31:06.564376,26
2023-08-04 13:40:08.966546,26
2023-08-04 13:49:06.032595,26
