2023-10-12 10:06:11.066998,807
2023-10-12 10:18:56.468056,897
2023-10-12 10:30:09.222207,874
2023-10-12 10:39:25.764287,885
2023-10-12 10:48:22.124390,868
2023-10-12 10:57:30.260623,845
2023-10-12 11:08:11.331000,714
2023-10-12 11:18:14.118380,666
2023-10-12 11:27:11.867054,646
2023-10-12 11:36:20.899247,589
2023-10-12 11:45:17.297881,543
2023-10-12 11:54:23.291475,461
2023-10-12 12:06:27.859569,358
2023-10-12 12:21:23.605906,172
2023-10-12 12:38:51.863007,80
2023-10-12 12:53:08.687818,89
2023-10-12 13:04:46.925843,93
