2023-12-21 10:06:09.077358,188
2023-12-21 10:18:52.455406,431
2023-12-21 10:30:29.827858,714
2023-12-21 10:39:28.145871,920
2023-12-21 10:48:37.243087,1026
2023-12-21 10:57:26.203833,1058
2023-12-21 11:08:15.316100,1178
2023-12-21 11:18:12.303504,1186
2023-12-21 11:27:07.796586,1110
2023-12-21 11:36:16.938785,1035
2023-12-21 11:45:09.905792,1005
2023-12-21 11:54:16.231574,990
2023-12-21 12:06:14.423998,861
2023-12-21 12:20:57.095992,862
2023-12-21 12:37:51.066072,748
2023-12-21 12:51:32.459255,597
2023-12-21 13:01:49.859975,526
2023-12-21 13:14:11.689495,419
2023-12-21 13:27:51.598342,316
