2023-11-14 10:06:11.684290,356
2023-11-14 10:19:06.947010,692
2023-11-14 10:30:55.547421,1018
2023-11-14 10:39:57.628188,1191
2023-11-14 10:49:11.581125,1321
2023-11-14 10:58:05.382865,1393
2023-11-14 11:09:12.292048,1806
2023-11-14 11:18:41.758331,2060
2023-11-14 11:27:53.518219,2132
2023-11-14 11:37:00.716266,0
2023-11-14 11:46:08.389710,0
2023-11-14 11:55:00.632986,1988
2023-11-14 12:07:55.809692,541
2023-11-14 12:22:58.289586,0
2023-11-14 12:39:44.099666,1827
2023-11-14 12:53:06.400284,1186
2023-11-14 13:03:52.207316,0
2023-11-14 13:16:43.644670,0
