2023-02-03 11:00:51.102623,988
2023-02-03 11:13:48.885532,1032
2023-02-03 11:22:54.540590,1120
2023-02-03 11:28:11.358656,1087
2023-02-03 11:33:55.692288,1094
2023-02-03 11:39:13.237642,1080
2023-02-03 11:44:33.443834,1115
2023-02-03 11:49:47.331438,1135
2023-02-03 11:55:00.926513,1137
2023-02-03 12:00:17.468299,1149
2023-02-03 12:27:50.098666,955
2023-02-03 12:53:22.227864,576
2023-02-03 13:11:47.711657,347
2023-02-03 13:29:27.520228,166
2023-02-03 13:36:46.154207,95
2023-02-03 13:42:12.769682,74
