2023-07-26 10:05:49.618000,788
2023-07-26 10:18:05.352171,853
2023-07-26 10:28:55.959856,958
2023-07-26 10:37:53.429799,976
2023-07-26 10:46:49.780274,1093
2023-07-26 10:55:43.627617,1181
2023-07-26 11:06:16.910472,1184
2023-07-26 11:16:14.221388,1098
2023-07-26 11:34:26.904939,855
2023-07-26 12:02:41.192954,413
2023-07-26 12:16:05.255212,234
2023-07-26 12:33:58.301695,155
2023-07-26 12:48:38.913980,97
2023-07-26 13:00:25.070906,80
2023-07-26 13:12:27.031887,80
2023-07-26 13:24:12.037818,80
2023-07-26 13:33:04.607493,80
2023-07-26 13:42:02.422687,80
2023-07-26 13:51:01.074316,80
