2023-07-21 10:06:12.088763,725
2023-07-21 10:18:42.224995,781
2023-07-21 10:29:33.465215,795
2023-07-21 10:38:29.980259,829
2023-07-21 10:47:39.242157,849
2023-07-21 10:56:36.921398,841
2023-07-21 11:07:08.267866,741
2023-07-21 11:16:59.541575,709
2023-07-21 11:25:55.027369,655
2023-07-21 11:34:58.181916,578
2023-07-21 11:44:12.857574,501
2023-07-21 11:53:04.751752,441
2023-07-21 12:03:57.449901,330
2023-07-21 12:17:50.884527,211
2023-07-21 12:36:02.315690,54
2023-07-21 12:50:09.330655,46
2023-07-21 13:01:55.753101,21
2023-07-21 13:28:32.556227,21
